onset	duration	trial_type	response_time
4.218545	0.837123	guess_face	0.837123
9.271230	1.020881	outcome_stranger_punish	n/a
14.485785	0.319554	guess_face	0.319554
18.688564	1.007540	outcome_stranger_reward	n/a
21.705498	1.136263	guess_computer	1.136263
25.908031	1.006787	outcome_computer_punish	n/a
29.121060	0.218384	guess_face	0.218384
34.174084	1.006038	outcome_stranger_punish	n/a
36.383340	0.322193	guess_face	0.322193
41.435104	1.018616	outcome_stranger_reward	n/a
46.648663	0.940425	guess_face	0.940425
50.851067	1.006889	outcome_stranger_neutral	n/a
53.862946	0.326284	guess_computer	0.326284
58.915085	1.013611	outcome_computer_reward	n/a
64.123510	0.417081	guess_face	0.417081
68.326035	1.004685	outcome_stranger_punish	n/a
71.335340	0.521020	guess_computer	0.521020
76.386950	1.013680	outcome_computer_reward	n/a
80.403786	0.419409	guess_computer	0.419409
83.757080	1.005210	outcome_computer_reward	n/a
87.766304	1.040598	guess_computer	1.040598
91.969120	1.005000	outcome_computer_punish	n/a
94.977400	0.529500	guess_computer	0.529500
98.331050	1.003670	outcome_computer_punish	n/a
103.532790	0.323634	guess_face	0.323634
106.885925	1.004731	outcome_stranger_neutral	n/a
111.083916	0.322648	guess_face	0.322648
116.136050	1.014030	outcome_stranger_punish	n/a
120.344320	0.529436	guess_face	0.529436
125.396070	1.016696	outcome_stranger_punish	n/a
129.603230	0.737318	guess_face	0.737318
132.955800	1.004080	outcome_stranger_punish	n/a
138.153660	0.420279	guess_face	0.420279
141.505400	1.004640	outcome_stranger_neutral	n/a
144.515980	0.424754	guess_computer	0.424754
147.869000	1.004700	outcome_computer_reward	n/a
150.068800	0.422300	guess_face	0.422300
154.271120	1.005700	outcome_stranger_reward	n/a
159.471530	0.318911	guess_face	0.318911
162.824040	1.004040	outcome_stranger_reward	n/a
165.832530	0.525013	guess_computer	0.525013
170.885090	1.020960	outcome_computer_punish	n/a
173.099120	0.324910	guess_face	0.324910
176.451950	1.004050	outcome_stranger_punish	n/a
178.460900	0.430557	guess_computer	0.430557
183.513600	1.005290	outcome_computer_reward	n/a
187.522740	0.318138	guess_computer	0.318138
191.725390	1.003610	outcome_computer_reward	n/a
195.920440	0.320570	guess_face	0.320570
200.972000	1.003740	outcome_stranger_reward	n/a
205.169430	0.222167	guess_face	0.222167
208.521870	1.004210	outcome_stranger_reward	n/a
210.530880	0.727324	guess_computer	0.727324
213.883360	1.017470	outcome_computer_punish	n/a
218.904570	0.520321	guess_computer	0.520321
223.957140	1.003690	outcome_computer_punish	n/a
226.156800	0.418130	guess_face	0.418130
231.209140	1.004990	outcome_stranger_neutral	n/a
236.403260	0.522030	guess_face	0.522030
240.605970	1.004990	outcome_stranger_reward	n/a
245.802400	0.522868	guess_face	0.522868
250.005970	1.004430	outcome_stranger_reward	n/a
253.203720	0.622145	guess_face	0.622145
256.555970	1.003970	outcome_stranger_reward	n/a
258.564880	0.727600	guess_computer	0.727600
263.617430	1.019570	outcome_computer_punish	n/a
265.640500	0.317888	guess_computer	0.317888
269.844020	1.005160	outcome_computer_neutral	n/a
271.852570	0.322581	guess_computer	0.322581
276.054870	1.004610	outcome_computer_neutral	n/a
279.062500	0.430571	guess_computer	0.430571
284.115000	1.005600	outcome_computer_reward	n/a
288.313450	0.429258	guess_face	0.429258
292.515780	1.005190	outcome_stranger_punish	n/a
294.525480	0.733823	guess_computer	0.733823
297.878570	1.010380	outcome_computer_neutral	n/a
300.892670	0.518926	guess_computer	0.518926
304.245970	1.004630	outcome_computer_punish	n/a
307.440700	0.634959	guess_face	0.634959
311.644000	1.004680	outcome_stranger_neutral	n/a
313.653720	0.522405	guess_computer	0.522405
318.705540	1.004390	outcome_computer_neutral	n/a
321.713170	0.529698	guess_computer	0.529698
325.915220	1.004700	outcome_computer_reward	n/a
329.111820	0.314661	guess_face	0.314661
332.463700	1.013350	outcome_stranger_punish	n/a
337.667270	0.325438	guess_face	0.325438
342.719420	1.003510	outcome_stranger_punish	n/a
344.912000	0.314392	guess_face	0.314392
348.263760	1.004580	outcome_stranger_reward	n/a
352.272900	0.319986	guess_computer	0.319986
356.475830	1.005100	outcome_computer_reward	n/a
358.485170	0.826353	guess_computer	0.826353
361.837950	1.003630	outcome_computer_reward	n/a
363.845520	0.630953	guess_computer	0.630953
368.897920	1.006410	outcome_computer_punish	n/a
371.101350	0.725341	guess_face	0.725341
376.153800	1.023630	outcome_stranger_reward	n/a
378.181900	0.528294	guess_computer	0.528294
381.534300	1.004600	outcome_computer_neutral	n/a
386.542140	0.418097	guess_computer	0.418097
390.743960	1.004840	outcome_computer_punish	n/a
393.752700	0.524325	guess_computer	0.524325
397.955930	1.003970	outcome_computer_punish	n/a
403.152340	0.624406	guess_face	0.624406
406.504880	1.004020	outcome_stranger_punish	n/a
409.513580	0.530328	guess_computer	0.530328
413.715880	1.008970	outcome_computer_reward	n/a
